vocabulary size: 5958
n tunes: 3688
n train tunes: 3504.0
n validation tunes: 184.0
21297/43800 (epoch 48.623) train_loss=191.35105896 time/batch=0.06s
21298/43800 (epoch 48.626) train_loss=160.16238403 time/batch=0.08s
21299/43800 (epoch 48.628) train_loss=92.62641907 time/batch=0.04s
Validating
    loss:	427.251277

21300/43800 (epoch 48.630) train_loss=114.00065613 time/batch=2.59s
21301/43800 (epoch 48.632) train_loss=148.09075928 time/batch=0.07s
21302/43800 (epoch 48.635) train_loss=154.78305054 time/batch=0.08s
21303/43800 (epoch 48.637) train_loss=151.05877686 time/batch=0.07s
21304/43800 (epoch 48.639) train_loss=194.10507202 time/batch=0.09s
21305/43800 (epoch 48.642) train_loss=158.35543823 time/batch=0.08s
21306/43800 (epoch 48.644) train_loss=106.38385773 time/batch=0.06s
21307/43800 (epoch 48.646) train_loss=110.40396118 time/batch=0.06s
21308/43800 (epoch 48.648) train_loss=128.35195923 time/batch=0.05s
21309/43800 (epoch 48.651) train_loss=154.80415344 time/batch=0.08s
21310/43800 (epoch 48.653) train_loss=166.88629150 time/batch=0.09s
21311/43800 (epoch 48.655) train_loss=233.80239868 time/batch=0.08s
21312/43800 (epoch 48.658) train_loss=214.58709717 time/batch=0.13s
21313/43800 (epoch 48.660) train_loss=229.87777710 time/batch=0.13s
21314/43800 (epoch 48.662) train_loss=222.34902954 time/batch=0.11s
21315/43800 (epoch 48.664) train_loss=128.99287415 time/batch=0.07s
21316/43800 (epoch 48.667) train_loss=173.09863281 time/batch=0.09s
21317/43800 (epoch 48.669) train_loss=187.24433899 time/batch=0.09s
21318/43800 (epoch 48.671) train_loss=246.09004211 time/batch=0.10s
21319/43800 (epoch 48.674) train_loss=96.09825897 time/batch=0.05s
21320/43800 (epoch 48.676) train_loss=181.62783813 time/batch=0.09s
21321/43800 (epoch 48.678) train_loss=124.65886688 time/batch=0.05s
21322/43800 (epoch 48.680) train_loss=123.33990479 time/batch=0.07s
21323/43800 (epoch 48.683) train_loss=145.02957153 time/batch=0.06s
21324/43800 (epoch 48.685) train_loss=121.44337463 time/batch=0.05s
21325/43800 (epoch 48.687) train_loss=180.82722473 time/batch=0.09s
21326/43800 (epoch 48.689) train_loss=172.53546143 time/batch=0.09s
21327/43800 (epoch 48.692) train_loss=205.35577393 time/batch=0.10s
21328/43800 (epoch 48.694) train_loss=170.21951294 time/batch=0.09s
21329/43800 (epoch 48.696) train_loss=178.30307007 time/batch=0.09s
21330/43800 (epoch 48.699) train_loss=131.27862549 time/batch=0.08s
21331/43800 (epoch 48.701) train_loss=131.25762939 time/batch=0.07s
21332/43800 (epoch 48.703) train_loss=158.81021118 time/batch=0.08s
21333/43800 (epoch 48.705) train_loss=202.41302490 time/batch=0.09s
21334/43800 (epoch 48.708) train_loss=217.99377441 time/batch=0.10s
21335/43800 (epoch 48.710) train_loss=125.14533234 time/batch=0.08s
21336/43800 (epoch 48.712) train_loss=207.81016541 time/batch=0.07s
21337/43800 (epoch 48.715) train_loss=151.29954529 time/batch=0.08s
21338/43800 (epoch 48.717) train_loss=149.90072632 time/batch=0.08s
21339/43800 (epoch 48.719) train_loss=86.08981323 time/batch=0.06s
21340/43800 (epoch 48.721) train_loss=147.08403015 time/batch=0.06s
21341/43800 (epoch 48.724) train_loss=165.88809204 time/batch=0.07s
21342/43800 (epoch 48.726) train_loss=205.23132324 time/batch=0.09s
21343/43800 (epoch 48.728) train_loss=92.86775208 time/batch=0.05s
21344/43800 (epoch 48.731) train_loss=209.11087036 time/batch=0.09s
21345/43800 (epoch 48.733) train_loss=184.55184937 time/batch=0.09s
21346/43800 (epoch 48.735) train_loss=133.65365601 time/batch=0.08s
21347/43800 (epoch 48.737) train_loss=191.81333923 time/batch=0.09s
21348/43800 (epoch 48.740) train_loss=163.54559326 time/batch=0.08s
21349/43800 (epoch 48.742) train_loss=136.60961914 time/batch=0.06s
21350/43800 (epoch 48.744) train_loss=8.68054199 time/batch=0.02s
21351/43800 (epoch 48.747) train_loss=176.21191406 time/batch=0.07s
21352/43800 (epoch 48.749) train_loss=242.73666382 time/batch=0.11s
21353/43800 (epoch 48.751) train_loss=130.85491943 time/batch=0.07s
21354/43800 (epoch 48.753) train_loss=230.26892090 time/batch=0.09s
21355/43800 (epoch 48.756) train_loss=149.29119873 time/batch=0.07s
21356/43800 (epoch 48.758) train_loss=7.84311247 time/batch=0.02s
21357/43800 (epoch 48.760) train_loss=121.99284363 time/batch=0.05s
21358/43800 (epoch 48.763) train_loss=161.07200623 time/batch=0.08s
21359/43800 (epoch 48.765) train_loss=170.55575562 time/batch=0.08s
21360/43800 (epoch 48.767) train_loss=227.21519470 time/batch=0.11s
21361/43800 (epoch 48.769) train_loss=94.63282776 time/batch=0.05s
21362/43800 (epoch 48.772) train_loss=241.01153564 time/batch=0.09s
21363/43800 (epoch 48.774) train_loss=158.47814941 time/batch=0.09s
21364/43800 (epoch 48.776) train_loss=108.92505646 time/batch=0.06s
21365/43800 (epoch 48.779) train_loss=184.53955078 time/batch=0.09s
21366/43800 (epoch 48.781) train_loss=274.02716064 time/batch=0.10s
21367/43800 (epoch 48.783) train_loss=195.45245361 time/batch=0.10s
21368/43800 (epoch 48.785) train_loss=149.63507080 time/batch=0.08s
21369/43800 (epoch 48.788) train_loss=97.23314667 time/batch=0.05s
21370/43800 (epoch 48.790) train_loss=94.14080811 time/batch=0.05s
21371/43800 (epoch 48.792) train_loss=135.36352539 time/batch=0.05s
21372/43800 (epoch 48.795) train_loss=94.41879272 time/batch=0.06s
21373/43800 (epoch 48.797) train_loss=180.98394775 time/batch=0.10s
21374/43800 (epoch 48.799) train_loss=66.43975830 time/batch=0.05s
21375/43800 (epoch 48.801) train_loss=206.98883057 time/batch=0.09s
21376/43800 (epoch 48.804) train_loss=111.05275726 time/batch=0.07s
21377/43800 (epoch 48.806) train_loss=229.71405029 time/batch=0.09s
21378/43800 (epoch 48.808) train_loss=96.79206848 time/batch=0.04s
21379/43800 (epoch 48.811) train_loss=130.00866699 time/batch=0.07s
21380/43800 (epoch 48.813) train_loss=114.28340149 time/batch=0.05s
21381/43800 (epoch 48.815) train_loss=140.60226440 time/batch=0.08s
21382/43800 (epoch 48.817) train_loss=182.85070801 time/batch=0.08s
21383/43800 (epoch 48.820) train_loss=219.36383057 time/batch=0.11s
21384/43800 (epoch 48.822) train_loss=127.64318085 time/batch=0.06s
21385/43800 (epoch 48.824) train_loss=198.40090942 time/batch=0.08s
21386/43800 (epoch 48.826) train_loss=249.10173035 time/batch=0.10s
21387/43800 (epoch 48.829) train_loss=271.57406616 time/batch=0.11s
21388/43800 (epoch 48.831) train_loss=174.65336609 time/batch=0.07s
21389/43800 (epoch 48.833) train_loss=174.25305176 time/batch=0.09s
21390/43800 (epoch 48.836) train_loss=167.89880371 time/batch=0.06s
21391/43800 (epoch 48.838) train_loss=160.89266968 time/batch=0.07s
21392/43800 (epoch 48.840) train_loss=168.96084595 time/batch=0.09s
21393/43800 (epoch 48.842) train_loss=132.12704468 time/batch=0.05s
21394/43800 (epoch 48.845) train_loss=96.56029510 time/batch=0.06s
21395/43800 (epoch 48.847) train_loss=103.53372192 time/batch=0.06s
21396/43800 (epoch 48.849) train_loss=228.66513062 time/batch=0.08s
21397/43800 (epoch 48.852) train_loss=172.80271912 time/batch=0.08s
21398/43800 (epoch 48.854) train_loss=113.38568115 time/batch=0.07s
21399/43800 (epoch 48.856) train_loss=151.62777710 time/batch=0.07s
Validating
    loss:	429.087618

21400/43800 (epoch 48.858) train_loss=150.15881348 time/batch=2.47s
21401/43800 (epoch 48.861) train_loss=115.45957947 time/batch=0.06s
21402/43800 (epoch 48.863) train_loss=135.59402466 time/batch=0.06s
21403/43800 (epoch 48.865) train_loss=224.80294800 time/batch=0.09s
21404/43800 (epoch 48.868) train_loss=88.35105896 time/batch=0.06s
21405/43800 (epoch 48.870) train_loss=161.62931824 time/batch=0.08s
21406/43800 (epoch 48.872) train_loss=100.97363281 time/batch=0.06s
21407/43800 (epoch 48.874) train_loss=153.62165833 time/batch=0.06s
21408/43800 (epoch 48.877) train_loss=168.63793945 time/batch=0.08s
21409/43800 (epoch 48.879) train_loss=217.46463013 time/batch=0.09s
21410/43800 (epoch 48.881) train_loss=210.46752930 time/batch=0.09s
21411/43800 (epoch 48.884) train_loss=160.84307861 time/batch=0.09s
21412/43800 (epoch 48.886) train_loss=177.25802612 time/batch=0.10s
21413/43800 (epoch 48.888) train_loss=146.90724182 time/batch=0.08s
21414/43800 (epoch 48.890) train_loss=150.35771179 time/batch=0.07s
21415/43800 (epoch 48.893) train_loss=258.92483521 time/batch=0.10s
21416/43800 (epoch 48.895) train_loss=195.74707031 time/batch=0.09s
21417/43800 (epoch 48.897) train_loss=170.17633057 time/batch=0.09s
21418/43800 (epoch 48.900) train_loss=8.77633381 time/batch=0.03s
21419/43800 (epoch 48.902) train_loss=145.63092041 time/batch=0.06s
21420/43800 (epoch 48.904) train_loss=145.94352722 time/batch=0.08s
21421/43800 (epoch 48.906) train_loss=115.01634216 time/batch=0.06s
21422/43800 (epoch 48.909) train_loss=141.27879333 time/batch=0.07s
21423/43800 (epoch 48.911) train_loss=138.71293640 time/batch=0.07s
21424/43800 (epoch 48.913) train_loss=35.39253616 time/batch=0.06s
21425/43800 (epoch 48.916) train_loss=7.10906219 time/batch=0.01s
21426/43800 (epoch 48.918) train_loss=94.52274323 time/batch=0.04s
21427/43800 (epoch 48.920) train_loss=173.73101807 time/batch=0.10s
21428/43800 (epoch 48.922) train_loss=152.46398926 time/batch=0.08s
21429/43800 (epoch 48.925) train_loss=221.01031494 time/batch=0.08s
21430/43800 (epoch 48.927) train_loss=174.21838379 time/batch=0.11s
21431/43800 (epoch 48.929) train_loss=8.72197056 time/batch=0.01s
21432/43800 (epoch 48.932) train_loss=5.42047405 time/batch=0.01s
21433/43800 (epoch 48.934) train_loss=150.99377441 time/batch=0.06s
21434/43800 (epoch 48.936) train_loss=201.42034912 time/batch=0.09s
21435/43800 (epoch 48.938) train_loss=179.02285767 time/batch=0.09s
21436/43800 (epoch 48.941) train_loss=5.32818079 time/batch=0.02s
21437/43800 (epoch 48.943) train_loss=71.62539673 time/batch=0.07s
21438/43800 (epoch 48.945) train_loss=5.22520065 time/batch=0.02s
21439/43800 (epoch 48.947) train_loss=4.54188204 time/batch=0.01s
21440/43800 (epoch 48.950) train_loss=4.65029812 time/batch=0.00s
21441/43800 (epoch 48.952) train_loss=3.84240389 time/batch=0.01s
21442/43800 (epoch 48.954) train_loss=3.52264977 time/batch=0.01s
21443/43800 (epoch 48.957) train_loss=4.50964832 time/batch=0.01s
21444/43800 (epoch 48.959) train_loss=3.47521877 time/batch=0.01s
21445/43800 (epoch 48.961) train_loss=3.97320557 time/batch=0.01s
21446/43800 (epoch 48.963) train_loss=3.29823017 time/batch=0.01s
21447/43800 (epoch 48.966) train_loss=6.01924276 time/batch=0.01s
21448/43800 (epoch 48.968) train_loss=3.52048516 time/batch=0.00s
21449/43800 (epoch 48.970) train_loss=3.89693880 time/batch=0.01s
21450/43800 (epoch 48.973) train_loss=3.61557770 time/batch=0.01s
21451/43800 (epoch 48.975) train_loss=3.24391627 time/batch=0.01s
21452/43800 (epoch 48.977) train_loss=4.39857864 time/batch=0.01s
21453/43800 (epoch 48.979) train_loss=3.59168339 time/batch=0.01s
21454/43800 (epoch 48.982) train_loss=4.06132221 time/batch=0.01s
21455/43800 (epoch 48.984) train_loss=3.44461870 time/batch=0.00s
21456/43800 (epoch 48.986) train_loss=4.26963234 time/batch=0.01s
21457/43800 (epoch 48.989) train_loss=3.59356880 time/batch=0.01s
21458/43800 (epoch 48.991) train_loss=3.86811566 time/batch=0.01s
21459/43800 (epoch 48.993) train_loss=4.27848339 time/batch=0.01s
21460/43800 (epoch 48.995) train_loss=3.80850863 time/batch=0.01s
21461/43800 (epoch 48.998) train_loss=5.52140331 time/batch=0.01s
21462/43800 (epoch 49.000) train_loss=3.26149797 time/batch=0.00s
setting learning rate to 0.0012786
21463/43800 (epoch 49.002) train_loss=962.49078369 time/batch=0.33s
21464/43800 (epoch 49.005) train_loss=1525.29528809 time/batch=0.54s
21465/43800 (epoch 49.007) train_loss=558.83032227 time/batch=0.28s
21466/43800 (epoch 49.009) train_loss=180.66242981 time/batch=0.11s
21467/43800 (epoch 49.011) train_loss=880.89422607 time/batch=0.28s
21468/43800 (epoch 49.014) train_loss=1000.77923584 time/batch=0.38s
21469/43800 (epoch 49.016) train_loss=376.06848145 time/batch=0.18s
21470/43800 (epoch 49.018) train_loss=278.89807129 time/batch=0.13s
21471/43800 (epoch 49.021) train_loss=560.55920410 time/batch=0.21s
21472/43800 (epoch 49.023) train_loss=1218.14331055 time/batch=0.46s
21473/43800 (epoch 49.025) train_loss=1160.19433594 time/batch=0.35s
21474/43800 (epoch 49.027) train_loss=571.60290527 time/batch=0.26s
21475/43800 (epoch 49.030) train_loss=1190.19067383 time/batch=0.55s
21476/43800 (epoch 49.032) train_loss=3473.16650391 time/batch=1.71s
21477/43800 (epoch 49.034) train_loss=801.82604980 time/batch=0.38s
21478/43800 (epoch 49.037) train_loss=602.37774658 time/batch=0.23s
21479/43800 (epoch 49.039) train_loss=773.86822510 time/batch=0.25s
21480/43800 (epoch 49.041) train_loss=368.49609375 time/batch=0.17s
21481/43800 (epoch 49.043) train_loss=192.54762268 time/batch=0.09s
21482/43800 (epoch 49.046) train_loss=349.18292236 time/batch=0.14s
21483/43800 (epoch 49.048) train_loss=536.30432129 time/batch=0.23s
21484/43800 (epoch 49.050) train_loss=770.70495605 time/batch=0.31s
21485/43800 (epoch 49.053) train_loss=790.20104980 time/batch=0.29s
21486/43800 (epoch 49.055) train_loss=749.87451172 time/batch=0.28s
21487/43800 (epoch 49.057) train_loss=361.37927246 time/batch=0.15s
21488/43800 (epoch 49.059) train_loss=1266.28625488 time/batch=0.48s
21489/43800 (epoch 49.062) train_loss=203.80935669 time/batch=0.10s
21490/43800 (epoch 49.064) train_loss=105.18164825 time/batch=0.07s
21491/43800 (epoch 49.066) train_loss=634.50500488 time/batch=0.25s
21492/43800 (epoch 49.068) train_loss=300.71688843 time/batch=0.21s
21493/43800 (epoch 49.071) train_loss=1669.77099609 time/batch=0.68s
21494/43800 (epoch 49.073) train_loss=740.34039307 time/batch=0.26s
21495/43800 (epoch 49.075) train_loss=1548.44604492 time/batch=0.45s
21496/43800 (epoch 49.078) train_loss=210.19519043 time/batch=0.12s
21497/43800 (epoch 49.080) train_loss=3175.80102539 time/batch=0.95s
21498/43800 (epoch 49.082) train_loss=1164.20117188 time/batch=0.44s
21499/43800 (epoch 49.084) train_loss=783.78363037 time/batch=0.27s
Validating
    loss:	424.719946

21500/43800 (epoch 49.087) train_loss=174.15447998 time/batch=2.48s
21501/43800 (epoch 49.089) train_loss=1518.67846680 time/batch=0.59s
21502/43800 (epoch 49.091) train_loss=923.40960693 time/batch=0.43s
21503/43800 (epoch 49.094) train_loss=625.99176025 time/batch=0.32s
21504/43800 (epoch 49.096) train_loss=111.30648041 time/batch=0.07s
21505/43800 (epoch 49.098) train_loss=1497.23999023 time/batch=0.56s
21506/43800 (epoch 49.100) train_loss=809.21582031 time/batch=0.29s
21507/43800 (epoch 49.103) train_loss=512.19531250 time/batch=0.20s
21508/43800 (epoch 49.105) train_loss=105.77188110 time/batch=0.05s
21509/43800 (epoch 49.107) train_loss=190.74328613 time/batch=0.09s
21510/43800 (epoch 49.110) train_loss=279.86077881 time/batch=0.13s
21511/43800 (epoch 49.112) train_loss=103.87537384 time/batch=0.05s
21512/43800 (epoch 49.114) train_loss=79.57042694 time/batch=0.04s
21513/43800 (epoch 49.116) train_loss=390.95678711 time/batch=0.15s
21514/43800 (epoch 49.119) train_loss=360.09228516 time/batch=0.19s
21515/43800 (epoch 49.121) train_loss=481.80841064 time/batch=0.18s
21516/43800 (epoch 49.123) train_loss=841.97167969 time/batch=0.28s
21517/43800 (epoch 49.126) train_loss=351.20651245 time/batch=0.19s
21518/43800 (epoch 49.128) train_loss=1332.57678223 time/batch=0.43s
21519/43800 (epoch 49.130) train_loss=129.49249268 time/batch=0.07s
21520/43800 (epoch 49.132) train_loss=1023.36181641 time/batch=0.36s
21521/43800 (epoch 49.135) train_loss=3620.39819336 time/batch=1.77s
21522/43800 (epoch 49.137) train_loss=180.56282043 time/batch=0.18s
21523/43800 (epoch 49.139) train_loss=251.48056030 time/batch=0.10s
21524/43800 (epoch 49.142) train_loss=241.49316406 time/batch=0.13s
21525/43800 (epoch 49.144) train_loss=154.61318970 time/batch=0.09s
21526/43800 (epoch 49.146) train_loss=289.61587524 time/batch=0.13s
21527/43800 (epoch 49.148) train_loss=1221.23022461 time/batch=0.36s
21528/43800 (epoch 49.151) train_loss=300.30499268 time/batch=0.14s
21529/43800 (epoch 49.153) train_loss=647.13085938 time/batch=0.35s
21530/43800 (epoch 49.155) train_loss=866.93750000 time/batch=0.33s
21531/43800 (epoch 49.158) train_loss=1285.17846680 time/batch=2.24s
21532/43800 (epoch 49.160) train_loss=135.74084473 time/batch=0.18s
21533/43800 (epoch 49.162) train_loss=226.06210327 time/batch=0.13s
21534/43800 (epoch 49.164) train_loss=98.65108490 time/batch=0.05s
21535/43800 (epoch 49.167) train_loss=294.68853760 time/batch=0.12s
21536/43800 (epoch 49.169) train_loss=351.83871460 time/batch=0.19s
21537/43800 (epoch 49.171) train_loss=261.54003906 time/batch=0.13s
21538/43800 (epoch 49.174) train_loss=1782.28356934 time/batch=0.64s
21539/43800 (epoch 49.176) train_loss=94.78669739 time/batch=0.07s
21540/43800 (epoch 49.178) train_loss=442.35324097 time/batch=0.18s
21541/43800 (epoch 49.180) train_loss=1318.40686035 time/batch=0.58s
21542/43800 (epoch 49.183) train_loss=146.41995239 time/batch=0.09s
21543/43800 (epoch 49.185) train_loss=266.26486206 time/batch=0.13s
21544/43800 (epoch 49.187) train_loss=453.71563721 time/batch=0.16s
21545/43800 (epoch 49.189) train_loss=165.50637817 time/batch=0.09s
21546/43800 (epoch 49.192) train_loss=211.57128906 time/batch=0.10s
21547/43800 (epoch 49.194) train_loss=219.92338562 time/batch=0.10s
21548/43800 (epoch 49.196) train_loss=616.02612305 time/batch=0.28s
21549/43800 (epoch 49.199) train_loss=375.19311523 time/batch=0.16s
21550/43800 (epoch 49.201) train_loss=736.11450195 time/batch=0.24s
21551/43800 (epoch 49.203) train_loss=161.60647583 time/batch=0.11s
21552/43800 (epoch 49.205) train_loss=2414.98486328 time/batch=0.95s
21553/43800 (epoch 49.208) train_loss=174.25247192 time/batch=0.11s
21554/43800 (epoch 49.210) train_loss=90.47999573 time/batch=0.05s
21555/43800 (epoch 49.212) train_loss=354.33828735 time/batch=0.14s
21556/43800 (epoch 49.215) train_loss=274.60363770 time/batch=0.12s
21557/43800 (epoch 49.217) train_loss=277.63842773 time/batch=0.15s
21558/43800 (epoch 49.219) train_loss=365.36151123 time/batch=0.16s
21559/43800 (epoch 49.221) train_loss=184.59289551 time/batch=0.08s
21560/43800 (epoch 49.224) train_loss=623.91748047 time/batch=0.24s
21561/43800 (epoch 49.226) train_loss=172.90275574 time/batch=0.09s
21562/43800 (epoch 49.228) train_loss=85.21888733 time/batch=0.05s
21563/43800 (epoch 49.231) train_loss=131.75859070 time/batch=0.07s
21564/43800 (epoch 49.233) train_loss=646.07128906 time/batch=0.31s
21565/43800 (epoch 49.235) train_loss=1231.55053711 time/batch=0.57s
21566/43800 (epoch 49.237) train_loss=518.83325195 time/batch=0.22s
21567/43800 (epoch 49.240) train_loss=2304.42187500 time/batch=2.08s
21568/43800 (epoch 49.242) train_loss=155.34393311 time/batch=0.16s
21569/43800 (epoch 49.244) train_loss=154.48455811 time/batch=0.08s
21570/43800 (epoch 49.247) train_loss=193.17346191 time/batch=0.09s
21571/43800 (epoch 49.249) train_loss=211.22393799 time/batch=0.09s
21572/43800 (epoch 49.251) train_loss=218.70584106 time/batch=0.10s
21573/43800 (epoch 49.253) train_loss=155.29849243 time/batch=0.08s
21574/43800 (epoch 49.256) train_loss=229.73693848 time/batch=0.14s
21575/43800 (epoch 49.258) train_loss=143.67143250 time/batch=0.07s
21576/43800 (epoch 49.260) train_loss=102.81021118 time/batch=0.05s
21577/43800 (epoch 49.263) train_loss=151.40216064 time/batch=0.08s
21578/43800 (epoch 49.265) train_loss=141.61828613 time/batch=0.08s
21579/43800 (epoch 49.267) train_loss=215.66676331 time/batch=0.08s
21580/43800 (epoch 49.269) train_loss=575.16723633 time/batch=0.21s
21581/43800 (epoch 49.272) train_loss=248.70452881 time/batch=0.12s
21582/43800 (epoch 49.274) train_loss=399.98825073 time/batch=0.21s
21583/43800 (epoch 49.276) train_loss=159.63006592 time/batch=0.09s
21584/43800 (epoch 49.279) train_loss=81.25632477 time/batch=0.05s
21585/43800 (epoch 49.281) train_loss=178.55815125 time/batch=0.06s
21586/43800 (epoch 49.283) train_loss=216.10337830 time/batch=0.12s
21587/43800 (epoch 49.285) train_loss=336.70593262 time/batch=0.17s
21588/43800 (epoch 49.288) train_loss=184.13404846 time/batch=0.11s
21589/43800 (epoch 49.290) train_loss=219.97561646 time/batch=0.10s
21590/43800 (epoch 49.292) train_loss=251.71360779 time/batch=0.13s
21591/43800 (epoch 49.295) train_loss=97.63581085 time/batch=0.05s
21592/43800 (epoch 49.297) train_loss=318.90631104 time/batch=0.14s
21593/43800 (epoch 49.299) train_loss=689.53503418 time/batch=0.27s
21594/43800 (epoch 49.301) train_loss=426.41864014 time/batch=0.22s
21595/43800 (epoch 49.304) train_loss=263.34985352 time/batch=0.15s
21596/43800 (epoch 49.306) train_loss=169.52371216 time/batch=0.10s
21597/43800 (epoch 49.308) train_loss=219.29223633 time/batch=0.10s
21598/43800 (epoch 49.311) train_loss=311.65826416 time/batch=0.14s
21599/43800 (epoch 49.313) train_loss=511.46173096 time/batch=0.24s
Validating
    loss:	424.530058

21600/43800 (epoch 49.315) train_loss=185.11968994 time/batch=2.48s
21601/43800 (epoch 49.317) train_loss=100.24977112 time/batch=0.06s
21602/43800 (epoch 49.320) train_loss=114.27571869 time/batch=0.05s
21603/43800 (epoch 49.322) train_loss=489.29220581 time/batch=0.27s
21604/43800 (epoch 49.324) train_loss=167.51582336 time/batch=0.12s
21605/43800 (epoch 49.326) train_loss=191.79934692 time/batch=0.08s
21606/43800 (epoch 49.329) train_loss=159.54173279 time/batch=0.08s
21607/43800 (epoch 49.331) train_loss=162.67387390 time/batch=0.09s
21608/43800 (epoch 49.333) train_loss=346.96105957 time/batch=0.13s
21609/43800 (epoch 49.336) train_loss=9.21246433 time/batch=0.02s
21610/43800 (epoch 49.338) train_loss=133.66651917 time/batch=0.05s
21611/43800 (epoch 49.340) train_loss=91.31614685 time/batch=0.06s
21612/43800 (epoch 49.342) train_loss=184.03805542 time/batch=0.07s
21613/43800 (epoch 49.345) train_loss=215.60720825 time/batch=0.12s
21614/43800 (epoch 49.347) train_loss=195.34524536 time/batch=0.09s
21615/43800 (epoch 49.349) train_loss=7.79993916 time/batch=0.02s
21616/43800 (epoch 49.352) train_loss=127.27701569 time/batch=0.05s
21617/43800 (epoch 49.354) train_loss=257.71768188 time/batch=0.14s
21618/43800 (epoch 49.356) train_loss=229.43472290 time/batch=0.12s
21619/43800 (epoch 49.358) train_loss=238.65481567 time/batch=0.12s
21620/43800 (epoch 49.361) train_loss=122.72999573 time/batch=0.08s
21621/43800 (epoch 49.363) train_loss=198.58187866 time/batch=0.09s
21622/43800 (epoch 49.365) train_loss=267.03057861 time/batch=0.10s
21623/43800 (epoch 49.368) train_loss=335.41683960 time/batch=0.16s
21624/43800 (epoch 49.370) train_loss=207.32838440 time/batch=0.10s
21625/43800 (epoch 49.372) train_loss=139.71134949 time/batch=0.06s
21626/43800 (epoch 49.374) train_loss=193.99166870 time/batch=0.08s
21627/43800 (epoch 49.377) train_loss=148.83117676 time/batch=0.09s
21628/43800 (epoch 49.379) train_loss=237.96873474 time/batch=0.11s
21629/43800 (epoch 49.381) train_loss=257.63299561 time/batch=0.14s
21630/43800 (epoch 49.384) train_loss=105.35719299 time/batch=0.05s
21631/43800 (epoch 49.386) train_loss=234.72036743 time/batch=0.13s
21632/43800 (epoch 49.388) train_loss=111.72705078 time/batch=0.06s
21633/43800 (epoch 49.390) train_loss=209.36544800 time/batch=0.11s
21634/43800 (epoch 49.393) train_loss=143.37463379 time/batch=0.07s
21635/43800 (epoch 49.395) train_loss=226.74499512 time/batch=0.09s
21636/43800 (epoch 49.397) train_loss=87.75994110 time/batch=0.07s
21637/43800 (epoch 49.400) train_loss=105.18955231 time/batch=0.04s
21638/43800 (epoch 49.402) train_loss=194.56884766 time/batch=0.08s
21639/43800 (epoch 49.404) train_loss=288.07537842 time/batch=0.15s
21640/43800 (epoch 49.406) train_loss=153.63168335 time/batch=0.08s
21641/43800 (epoch 49.409) train_loss=141.18571472 time/batch=0.08s
21642/43800 (epoch 49.411) train_loss=117.22354126 time/batch=0.07s
21643/43800 (epoch 49.413) train_loss=120.73740387 time/batch=0.06s
21644/43800 (epoch 49.416) train_loss=232.31506348 time/batch=0.11s
21645/43800 (epoch 49.418) train_loss=222.34695435 time/batch=0.13s
21646/43800 (epoch 49.420) train_loss=115.15832520 time/batch=0.05s
21647/43800 (epoch 49.422) train_loss=101.07867432 time/batch=0.05s
21648/43800 (epoch 49.425) train_loss=200.96902466 time/batch=0.10s
21649/43800 (epoch 49.427) train_loss=164.16694641 time/batch=0.10s
21650/43800 (epoch 49.429) train_loss=125.46304321 time/batch=0.08s
21651/43800 (epoch 49.432) train_loss=579.89056396 time/batch=0.28s
21652/43800 (epoch 49.434) train_loss=117.37653351 time/batch=0.07s
21653/43800 (epoch 49.436) train_loss=148.92465210 time/batch=0.07s
21654/43800 (epoch 49.438) train_loss=201.94705200 time/batch=0.10s
21655/43800 (epoch 49.441) train_loss=193.34904480 time/batch=0.11s
21656/43800 (epoch 49.443) train_loss=9.20769405 time/batch=0.02s
21657/43800 (epoch 49.445) train_loss=201.28887939 time/batch=0.08s
21658/43800 (epoch 49.447) train_loss=343.43719482 time/batch=0.15s
21659/43800 (epoch 49.450) train_loss=121.60234070 time/batch=0.07s
21660/43800 (epoch 49.452) train_loss=388.62149048 time/batch=0.16s
21661/43800 (epoch 49.454) train_loss=185.93560791 time/batch=0.09s
21662/43800 (epoch 49.457) train_loss=191.12849426 time/batch=0.09s
21663/43800 (epoch 49.459) train_loss=129.30216980 time/batch=0.06s
21664/43800 (epoch 49.461) train_loss=191.27035522 time/batch=0.12s
21665/43800 (epoch 49.463) train_loss=277.79431152 time/batch=0.12s
21666/43800 (epoch 49.466) train_loss=171.68386841 time/batch=0.09s
21667/43800 (epoch 49.468) train_loss=337.92810059 time/batch=0.15s
21668/43800 (epoch 49.470) train_loss=162.72204590 time/batch=0.08s
21669/43800 (epoch 49.473) train_loss=141.91778564 time/batch=0.08s
21670/43800 (epoch 49.475) train_loss=61.76239777 time/batch=0.05s
21671/43800 (epoch 49.477) train_loss=156.06890869 time/batch=0.08s
21672/43800 (epoch 49.479) train_loss=105.28304291 time/batch=0.06s
21673/43800 (epoch 49.482) train_loss=151.42616272 time/batch=0.08s
21674/43800 (epoch 49.484) train_loss=272.91491699 time/batch=0.15s
21675/43800 (epoch 49.486) train_loss=146.90850830 time/batch=0.07s
21676/43800 (epoch 49.489) train_loss=168.82833862 time/batch=0.12s
21677/43800 (epoch 49.491) train_loss=364.66116333 time/batch=0.14s
21678/43800 (epoch 49.493) train_loss=257.73684692 time/batch=0.13s
21679/43800 (epoch 49.495) train_loss=99.31632233 time/batch=0.07s
21680/43800 (epoch 49.498) train_loss=151.15594482 time/batch=0.06s
